evolution$generation,evolution$evaluated,gravityDecay,innovationDecay,mutationRate,earlyAdoptersRate,utilityStd,utilityDistribution,averageGravityFlow,oppAverageUtility,oppAverageUtility,averageGravityFlow
4000,4000,0.011099822667726971,1.4936736014462615,0.37689181492424645,0.07475830517665344,1.9578671554075995,log-normal,1.7965674780215504E-4,-7.999862269879723,-7.999862269879723,1.7965674780215504E-4
4000,4000,0.010337195083848725,0.05123735387995167,0.5,0.015246302467652509,1.8599078669609364,normal,7.345885880068786E-5,-3.7621900028508435,-3.7621900028508435,7.345885880068786E-5
4000,4000,0.010000000000002772,1.4314295195025413,0.49946294636922484,0.05855101535362968,1.9824462103240696,log-normal,1.0649492701945359E-4,-5.977139606473885,-5.977139606473885,1.0649492701945359E-4
4000,4000,0.03619816407693039,1.2827059462669639,0.49167053178827447,0.03275728531317685,2.0,log-normal,1.7597679376956304E-4,-6.17513559675726,-6.17513559675726,1.7597679376956304E-4
4000,4000,0.010047740487156717,0.011606666889720705,0.4971479911271251,0.01,1.9301066999717715,log-normal,9.655855101433792E-5,-4.626158642201808,-4.626158642201808,9.655855101433792E-5
4000,4000,0.01,0.013393542054674282,0.499772025982819,0.025665546729187756,1.9675296355369312,normal,7.792089786946084E-5,-3.794508642963826,-3.794508642963826,7.792089786946084E-5
4000,4000,0.07344654354632736,0.02556463115083235,0.5,0.010098036331709512,1.9331171099465558,log-normal,1.006889102272973E-4,-4.825139991184995,-4.825139991184995,1.006889102272973E-4
4000,4000,0.01,0.01,0.499828328985366,0.025750433920172698,1.964567901746538,log-normal,8.539099207804385E-5,-4.285877376329436,-4.285877376329436,8.539099207804385E-5
4000,4000,0.01,0.20352385540951398,0.4994444944347856,0.01,1.9716353274061478,log-normal,1.478609620587963E-4,-6.149121208372119,-6.149121208372119,1.478609620587963E-4
4000,4000,0.01,0.09198935497590723,0.4986464669561875,0.04620215984309031,1.9466195218774152,normal,8.098577863628926E-5,-4.0825535258372305,-4.0825535258372305,8.098577863628926E-5
