evolution$generation,gravityDecay,innovationDecay,mutationRate,newInnovationHierarchy,earlyAdoptersRate,utilityStd,utilityDistribution,averageGravityFlow,oppAverageUtility,oppAverageUtility,averageGravityFlow
3000,0.01,1.0190034855573253,0.4929173323594678,0.10044178503703205,0.07334146628002337,1.9910798047787608,log-normal,6.76404686040439E-5,-11.284206010012086,-11.284206010012086,6.76404686040439E-5
3000,0.01,0.048609461871524436,0.4978428295074785,0.10689953018946599,0.43246567344802433,1.9736873362708889,normal,1.875268023275818E-5,-3.7998139787905854,-3.7998139787905854,1.875268023275818E-5
3000,0.010029056097112882,0.08123865963823054,0.49810399418216883,0.10384437964523191,0.3947479713616445,1.875092517374975,log-normal,3.441162304651298E-5,-6.5392064215992285,-6.5392064215992285,3.441162304651298E-5
3000,0.03280950162407469,1.49673202328318,0.49698047552937324,0.10102936440180206,0.21718463556486356,2.0,log-normal,4.378272530423743E-5,-8.716278991317242,-8.716278991317242,4.378272530423743E-5
3000,0.01,1.2263162238156666,0.49990363729733756,0.10059375310889458,0.051038463699322974,2.0,log-normal,5.87149512594493E-5,-10.878669946967914,-10.878669946967914,5.87149512594493E-5
3000,0.01,1.2071568102022858,0.49788788948623636,0.1,0.01,2.0,normal,2.6038192112310056E-5,-4.753490848897885,-4.753490848897885,2.6038192112310056E-5
3000,0.16782788893414427,1.4677102853857318,0.49832701986007744,0.10082989282512088,0.01,2.0,log-normal,4.556082618319195E-5,-9.435092513462928,-9.435092513462928,4.556082618319195E-5
3000,0.01,1.4546339319610453,0.4998094200738441,0.10078874648650744,0.08087091253217105,2.0,log-normal,5.08224754413715E-5,-10.374864593659138,-10.374864593659138,5.08224754413715E-5
3000,0.01,1.2863055348346313,0.5,0.1,0.01,1.9234110784055491,log-normal,4.475247870583061E-5,-9.199251125643343,-9.199251125643343,4.475247870583061E-5
3000,0.05182300451740417,1.3446163177632189,0.49995962159379337,0.1003944059155054,0.011754845336570122,2.0,log-normal,5.252309060588316E-5,-10.657754831413824,-10.657754831413824,5.252309060588316E-5
3000,0.01,1.5,0.4977644212429507,0.1,0.01,2.0,log-normal,5.6580230026229655E-5,-10.734119972420544,-10.734119972420544,5.6580230026229655E-5
3000,0.01,0.21057780954061253,0.49988519688042354,0.10059178879569744,0.4298162090309732,1.996261056620898,normal,2.278218459536267E-5,-4.090174098720027,-4.090174098720027,2.278218459536267E-5
3000,0.05138662320052661,1.3428562933529196,0.49996156066238934,0.10040347122650883,0.01181590159526483,2.0,log-normal,4.908792892998152E-5,-9.609095279211095,-9.609095279211095,4.908792892998152E-5
3000,0.05713984403807812,1.1212564539265373,0.4996390496930569,0.10827168971979899,0.01,1.9992309792564638,normal,2.5613079042459003E-5,-4.719859941072726,-4.719859941072726,2.5613079042459003E-5
3000,0.04962370513020163,1.350940119283956,0.4999623077937873,0.10041347148579592,0.01155144047438117,2.0,normal,2.5113259806271672E-5,-4.705147088686634,-4.705147088686634,2.5113259806271672E-5
3000,0.01,0.24313732626883666,0.4998828376941654,0.10058381276903502,0.3236547755520636,1.9960538906654677,normal,2.2656919580594446E-5,-4.04761577220669,-4.04761577220669,2.2656919580594446E-5
3000,0.01,1.2005800457448452,0.5,0.10000798326271187,0.010813971013444688,2.0,normal,2.508523763514499E-5,-4.635517467002433,-4.635517467002433,2.508523763514499E-5
3000,0.033629407565615665,1.5,0.497888398492824,0.10096615777087481,0.1452042293436406,1.998731704430954,normal,2.2988131393391207E-5,-4.504144728674266,-4.504144728674266,2.2988131393391207E-5
3000,0.01,0.09191688244292638,0.49826808314153104,0.10419957272832231,0.44804563205684217,1.877681694464122,log-normal,3.224881878162999E-5,-5.728437029437302,-5.728437029437302,3.224881878162999E-5
3000,0.01,0.24156496189201287,0.49990774660800424,0.10058512011307628,0.315938702386602,2.0,normal,2.2244080515752888E-5,-4.014604955832888,-4.014604955832888,2.2244080515752888E-5
3000,0.01004949099655866,1.119385441816234,0.49451011050873256,0.10010976583522382,0.06351938251814396,2.0,normal,2.4023134279998078E-5,-4.633213404486004,-4.633213404486004,2.4023134279998078E-5
