evolution$generation,gravityDecay,innovationDecay,mutationRate,newInnovationHierarchy,earlyAdoptersRate,utilityStd,utilityDistribution,oppAverageDiversity,oppAverageUtility,evolution$samples
29000,1.5,1.4755664824564492,0.4999575740881694,0.10004437245944084,0.012115387459188961,1.9978392934246882,log-normal,-0.9933624493328707,-13.298381474514468,1
29000,0.033120504008276035,1.0646526395892448,0.49980794220680363,1.2338967088049941,0.019242660155397863,1.999683788988787,log-normal,-0.876570046593187,-29.4313994853787,1
29000,1.4867816175994342,0.3456684789423272,0.5,0.10028572408000187,0.01,2.0,log-normal,-0.9807303103940879,-23.106769435865033,1
29000,1.4877327574728052,0.5967411691674694,0.4989555820851969,0.1010264495595679,0.02785990401378117,1.9998865988930021,normal,-0.9895671088841809,-4.580453986419092,2
29000,1.4997109689965884,0.7554257547853481,0.49999948739147354,0.1000355279283884,0.04043318550306161,2.0,log-normal,-0.9927891414362707,-19.29334424341548,1
29000,1.4743657721197652,1.1318352953396646,0.4997311063574935,0.10708348739162236,0.02438776188126734,2.0,log-normal,-0.9807366030270892,-12.766647565916937,2
29000,0.2039267910488261,1.1887338734113415,0.5,1.0129706782606878,0.02235613516975916,1.999656080867028,log-normal,-0.7322553666988801,-15.955114665222204,2
29000,1.3675298770939603,1.3094512298738012,0.49997817356025714,0.8704870028873112,0.0125769063531623,2.0,log-normal,-0.9058182906255147,-10.08699915393193,26
29000,1.4772396111996462,1.4931754505984531,0.4992320978483123,0.10336505304512389,0.015412975313749012,1.999488382023637,log-normal,-0.9758725509903834,-9.520702553252804,6
29000,1.5,0.29630279029435913,0.4999890587965208,0.10551958086108534,0.01807096491555884,1.9999908768882575,log-normal,-0.9795544167377613,-13.246574309779149,2
29000,1.4924005996610494,1.0342933430374146,0.49980627499434055,0.1,0.016233113538872333,2.0,log-normal,-0.9930991437827601,-14.607668800501568,1
29000,1.4390140336976416,0.667673829301366,0.49125233536327,0.22180789338937132,0.02720026243822468,1.9993859437024328,log-normal,-0.9677882748782354,-9.627870211781246,9
29000,1.4848538669320026,0.8015325129033354,0.49953460969340496,0.10035310984583096,0.03143583097023091,1.9999806129595377,log-normal,-0.9819021382275024,-9.29812691929306,5
29000,1.456104410751755,1.4296968290792162,0.4990885522550143,0.10337356439994677,0.01704958219262459,1.9999706991383908,log-normal,-0.9772032679348748,-9.407164193651607,10
29000,1.5,0.35555427387677524,0.4999827782073741,0.10400900107542217,0.022727816172212242,1.9999580707279943,log-normal,-0.9791594648255879,-9.72893569758152,3
29000,1.4421520921388613,0.9019373018782201,0.49521370041578033,0.1,0.024787543303144526,1.995718196551432,log-normal,-0.9779892998246993,-9.174174517761598,29
29000,1.4910778995577678,1.4615743030896848,0.4999999995900932,0.10028056261231981,0.01144756507087215,2.0,log-normal,-0.9782156874720495,-9.090648007192778,8
29000,1.4680196861894228,0.7115324246596308,0.49572945211313935,0.10008247558982311,0.037585059859270915,1.9999387751544695,log-normal,-0.9813140155172281,-20.963212153136173,1
29000,1.5,0.9511063004365086,0.4999991707629355,0.10000294080875788,0.0377584162861297,1.9999999976922036,log-normal,-0.9792252472678573,-9.017328210126063,18
29000,1.4743597363733503,1.3189185298362973,0.4997750564933602,0.10540919158834894,0.02376744661271758,1.9999893733718481,log-normal,-0.9756472104788487,-9.871241556106453,5
29000,1.4975814528396612,0.2652164866161952,0.49998476443299944,0.10012762798372175,0.02593953410254883,1.9991292605950617,log-normal,-0.9802279651552039,-8.136421662855707,11
29000,1.4572717913776048,1.423432068838216,0.5,0.10601786668130478,0.029381156662991237,1.9993846236600774,log-normal,-0.9795104852148047,-8.43563492443556,19
29000,1.2411960762746006,0.43335558007209896,0.4999203454875321,0.10030601560843279,0.028733758034583466,1.999291782327084,log-normal,-0.9761552494592287,-13.300893975855894,2
29000,1.409715629993365,0.614000675584471,0.5,0.10031436758861453,0.010561247598389997,1.9998888895025264,log-normal,-0.9807996382895985,-9.388456465586962,5
29000,1.496628935330642,0.3181889399107779,0.49998446808653785,0.10127445622827852,0.0207515926259909,2.0,log-normal,-0.9791151598970365,-8.93840178413928,22
29000,1.5,0.13644022825464142,0.49979324452994467,0.10269121770024665,0.029536279651074547,1.9998227198594973,normal,-0.988180173234046,-4.276937464422746,100
29000,1.413378565337159,0.010127811625454737,0.4985837396377882,0.10002651076623584,0.020893604318090314,1.9999991528291878,log-normal,-0.9860363561331629,-7.795925382382793,100
