evolution$generation,gravityDecay,innovationDecay,mutationRate,newInnovationHierarchy,earlyAdoptersRate,utilityStd,utilityDistribution,oppAverageDiversity,oppAverageUtility,evolution$samples
37000,1.4839969933685722,0.9961924671087113,0.499948218125063,0.10090124828473118,0.017452731555571303,1.9999417443850278,log-normal,-0.9930342434817667,-10.850508610818032,1
37000,0.01,1.0980197193231893,0.49998171890767035,0.7647251272530444,0.02357835903255906,1.9991675905870037,log-normal,-0.7189329956456547,-24.934288907482184,1
37000,1.388876557442277,0.4893639671522142,0.49992885717265745,0.46866129702760817,0.029855644502986965,1.9984192045209739,log-normal,-0.9580473413910482,-21.971970152453594,1
37000,1.330548698623836,0.8385091744140694,0.4999659775303149,0.1,0.01,1.9998464285750694,normal,-0.990352941945917,-4.811722241223424,2
37000,1.4980930270718673,1.0339851479874063,0.5,0.1,0.03281841964957303,1.9997926487423776,log-normal,-0.9766814240816241,-17.27815765116741,2
37000,1.4871095404622416,0.39708195368216564,0.4999988217169501,0.1,0.03032124380685084,1.9983968462626862,log-normal,-0.9831624730485569,-16.070719944442725,2
37000,1.5,0.7651121429312381,0.5,0.1,0.04313311232061058,2.0,log-normal,-0.9803546562237384,-10.7855922171996,4
37000,1.4789105236203808,1.5,0.49979156574151967,0.10019102857037018,0.01,1.9978214037353905,log-normal,-0.9926361077503103,-20.189997550411587,1
37000,1.4722682833382772,1.5,0.49915799585607146,0.10544153906529019,0.018178937919280727,1.999304876453827,log-normal,-0.9803349630773042,-10.060945528586739,5
37000,1.4908797698253737,0.4178038293214549,0.4993010537654623,0.10511084335040151,0.031806464949666706,2.0,log-normal,-0.9857239946343724,-10.251308180662214,3
37000,1.4836159240014661,0.8355983386484157,0.49945989239845034,0.10000003234119613,0.03197037704901008,1.9999312729223377,log-normal,-0.9862779076090453,-10.479008688426156,2
37000,0.03762903334857139,0.9279244854198152,0.4999942076982375,0.8497399454734609,0.024643257993233733,1.9998927772532216,log-normal,-0.8550454959912837,-12.315362658504483,7
37000,1.4768579574907794,1.4556591269924328,0.46750493938212834,0.1052964513753717,0.01845817045072841,1.8887062595080482,log-normal,-0.9930114810918407,-12.880693512946289,1
37000,1.5,0.01,0.5,0.1,0.026433622952974835,2.0,log-normal,-0.9860245312282366,-8.05678483075064,13
37000,1.49980505170893,1.4675745820027726,0.5,0.1002892809193585,0.013731348012834719,1.9988898450893355,log-normal,-0.9787946501679753,-14.763873932373343,4
37000,1.475183786243533,1.0218320693989238,0.4999285289157294,0.1,0.015310083434558988,1.9999930277605256,log-normal,-0.9770560052394421,-9.545927776580239,49
37000,1.5,0.3258332763040127,0.49999011685937034,0.10002861896638755,0.019667046124832544,2.0,log-normal,-0.9837845633364904,-12.77198214741788,2
37000,1.4502298941633038,1.4094783715451944,0.5,0.1004069794277525,0.010960151909438503,1.9999991408910784,log-normal,-0.9864699597534361,-9.147998041313256,2
37000,1.4122816661725404,0.01,0.4985817184990579,0.10001356365381063,0.020896274265230413,2.0,log-normal,-0.9856309972047501,-7.8605359346650925,100
37000,1.2512147311703803,0.01,0.49999215640254324,0.10000536659142041,0.032275818542646405,1.9991765350626767,log-normal,-0.9869224263353522,-7.497910227912719,17
37000,1.4776451153807706,0.6360858403877769,0.49913461919440477,0.1013065298557337,0.0287557248462693,1.999863888480004,log-normal,-0.9840617360277426,-9.237111279027461,4
37000,1.488735060334408,1.497979110549284,0.49999999999999994,0.10059131622329255,0.019426758460471517,1.9973970487842603,log-normal,-0.9779681299605043,-9.024258840110596,25
37000,1.4204061922966997,0.01,0.4984503179433705,0.10025711646830837,0.020028483173117253,1.9999898933809965,log-normal,-0.9861707088391377,-7.635182726984422,41
37000,1.4882021957690073,1.443183308471186,0.4999923705313033,0.10304397566399467,0.01204028791311369,1.9993397109425122,log-normal,-0.9767349270067232,-8.433850464795778,100
37000,1.2965714481406851,0.8401490439253108,0.5,0.1,0.01,1.9996787349044176,log-normal,-0.9761354435285179,-8.617035757195234,100
37000,1.5,1.4030423872484536,0.49958425030044,0.1,0.019833747530715082,1.9999954631513295,log-normal,-0.9930076273552894,-12.966989413267038,1
37000,1.5,0.4958482009686664,0.49985731968476627,0.10009276940465446,0.022670585316196378,1.9992804421351702,log-normal,-0.978437022382275,-9.227849788066962,16
37000,1.4025311360888282,0.46033663502161676,0.49998653932895915,0.10012376567825457,0.019254891678636362,2.0,log-normal,-0.9797980876591637,-10.51424125854692,8
37000,1.3986631642629836,0.5058452830516499,0.49985573292116703,0.1002766507850632,0.029646174584190756,1.998503595207982,normal,-0.9885157234100044,-4.45412707315576,9
37000,1.5,0.01,0.49964454599121705,0.10137716226702041,0.037772498846137155,2.0,log-normal,-0.9862289273647638,-7.849065767556752,39
37000,1.47577891990038,0.18467454934784705,0.49967439978279093,0.1,0.02613525106292528,1.9994499102286456,log-normal,-0.9789897499193718,-7.996721994687988,100
37000,1.499970060035309,1.33071094883153,0.4994539980954779,0.1001575470795302,0.018185615791120928,1.9999047356953916,log-normal,-0.9758994207996283,-8.66475847789571,100
37000,1.4798120723120898,1.3017828964674119,0.49999874288774243,0.1001703168905087,0.01,1.9978601326638123,log-normal,-0.9788140521335161,-8.946369127497032,72
37000,1.4903020033448484,0.47808997703319844,0.4999970750383112,0.10006360143086795,0.026515539651889006,1.9978625748041479,log-normal,-0.9777015468867096,-8.311214523746877,100
37000,1.4746010710557,1.5,0.49932222214021427,0.10016946143921572,0.019885990168779698,1.9999477248878796,log-normal,-0.9763586238294799,-8.448649998461448,100
37000,1.5,1.039473968046731,0.45382738210882484,0.10001216962827233,0.01,1.9996566563529339,normal,-0.9871651626719329,-4.496020944337288,30
37000,1.488372131070862,0.3971228982169106,0.4999986623639046,0.1,0.030257993169057397,1.9983817320379949,log-normal,-0.9792932872660872,-8.940114916484479,21
37000,1.466375534662337,0.4843647827108716,0.4993771490087786,0.10001474896110744,0.030016183720394843,2.0,log-normal,-0.9784922285012194,-8.61006857616545,87
37000,1.4842640506431877,0.7683172143444149,0.4994823348962722,0.1,0.03175962003716283,1.9999293135166079,normal,-0.9877663095513392,-4.456036042954066,47
37000,1.5,1.4227436656721506,0.4988871620346599,0.10137948378543107,0.03888377949861305,1.9988301328367277,normal,-0.9887987028956512,-4.410577259793128,23
37000,1.4999977997319496,1.495801876906487,0.4999739864806602,0.1,0.045201776600094105,1.9987712872142294,log-normal,-0.9800682913848536,-8.1619589881034,75
37000,1.3890285970955447,0.35134760420549044,0.49999997002320956,0.1,0.03059388156027014,2.0,log-normal,-0.9811417002904493,-8.276238517550663,18
37000,1.4835727877145268,0.7681990806293056,0.49944202040039287,0.10001267287500774,0.03275697532657839,1.9999294141322108,normal,-0.9886358571662766,-4.432572994798949,100
37000,1.4728628197091884,0.6751611772951572,0.4985264330348226,0.10072999320516177,0.015003427399335256,1.9997691123524595,log-normal,-0.9790844354494584,-8.614307669653282,51
37000,1.4446799765947342,0.01,0.49990154065854825,0.10293130114553051,0.020157972928653574,1.9999755681078788,log-normal,-0.9858551012658014,-7.821953147094865,68
37000,1.407851585832943,0.01,0.49854827445744443,0.10035304198548455,0.020901610253103838,1.9999999999999998,log-normal,-0.9860981836173897,-7.806974441430616,100
37000,1.3846806483029297,0.01,0.49993564342914826,0.10193049556002744,0.02232776218281294,2.0,log-normal,-0.9855093847438061,-8.945955541790287,11
37000,1.5,0.397184995296788,0.5,0.10153833501917017,0.03400796065919227,2.0,log-normal,-0.9777672527412721,-8.158763886501735,100
37000,1.3733439185284926,0.6617813341448069,0.5,0.10003875281078008,0.019339042895114386,1.9999278970956367,normal,-0.9883124211849894,-4.454187248944804,3
