evolution$generation,evolution$evaluated,gravityDecay,innovationDecay,mutationRate,earlyAdoptersRate,utilityStd,utilityDistribution,averageGravityFlow,oppAverageUtility,oppAverageUtility,averageGravityFlow
10000,10000,0.13560748156827337,0.44124539365108506,0.49978564269182035,0.10806704880954268,1.9302411414188898,log-normal,1.820608883467568E-4,-8.88435361144521,-8.88435361144521,1.820608883467568E-4
10000,10000,0.045491780666761406,0.01,0.49829303032276245,0.1851642789437954,1.9999397602511906,normal,4.593228480683856E-5,-3.626831163509371,-3.626831163509371,4.593228480683856E-5
10000,10000,0.24147203990025556,0.538730350657502,0.49856650896931637,0.01,2.0,log-normal,1.1179127547312379E-4,-7.975365789706757,-7.975365789706757,1.1179127547312379E-4
10000,10000,0.1336050090218522,0.40959023627510005,0.5,0.12578596037133305,1.9963858244257948,log-normal,7.302070299924386E-5,-7.582794746545526,-7.582794746545526,7.302070299924386E-5
10000,10000,0.2241355379863929,0.46623543617906144,0.4978225583339472,0.03476375881122935,1.9918403847532866,log-normal,1.7169897575620017E-4,-8.30853012581684,-8.30853012581684,1.7169897575620017E-4
10000,10000,0.14171547757694924,0.21478209951546404,0.4974434192504029,0.13851725877540458,1.9999999999999998,normal,5.847282474367392E-5,-4.5417030612767775,-4.5417030612767775,5.847282474367392E-5
10000,10000,0.17981519869619383,0.1852326565156388,0.4983923259956207,0.22354748916468062,2.0,log-normal,6.713963249070708E-5,-6.16407970113298,-6.16407970113298,6.713963249070708E-5
10000,10000,0.304534346961367,0.01,0.49614990847485874,0.09978726661729923,1.998119499728581,normal,5.3340979390604845E-5,-3.8833442697905953,-3.8833442697905953,5.3340979390604845E-5
10000,10000,0.17013311276957557,0.4048166484673708,0.4999991350087341,0.1073428143278089,1.9290025516517666,normal,5.5224628689034085E-5,-4.299913115914919,-4.299913115914919,5.5224628689034085E-5
10000,10000,0.0581006532673112,0.01,0.4982393901061976,0.19097082771086268,1.9999300971940808,normal,4.8169267593013576E-5,-3.7652657808308123,-3.7652657808308123,4.8169267593013576E-5
10000,10000,0.014541442628516237,0.01566230391696953,0.49743386764926084,0.01,2.0,log-normal,6.637406160344581E-5,-5.675824894898501,-5.675824894898501,6.637406160344581E-5
10000,10000,0.26966300884594996,0.03166167193039847,0.49545793133857624,0.10922285440015644,1.9979505760570984,normal,5.479571054957948E-5,-4.073023226575314,-4.073023226575314,5.479571054957948E-5
10000,10000,0.01,0.01,0.4991417940309836,0.056776709085033225,1.999952853100135,normal,5.019469931621432E-5,-3.8284921578297393,-3.8284921578297393,5.019469931621432E-5
10000,10000,0.5509065531984192,0.31863480511565706,0.48862998293640536,0.18058227346037692,1.9999788782698962,log-normal,1.1304569861988869E-4,-8.272009643319256,-8.272009643319256,1.1304569861988869E-4
10000,10000,0.01,0.01,0.4997291102917741,0.06974955334706008,1.9993100741965506,normal,5.0727359517837786E-5,-3.864670761048454,-3.864670761048454,5.0727359517837786E-5
