evolution$generation,gravityDecay,innovationDecay,mutationRate,newInnovationHierarchy,earlyAdoptersRate,utilityStd,utilityDistribution,oppAverageDiversity,oppAverageUtility,evolution$samples
8000,1.5,0.5782137720177958,0.5,0.9682471076537935,0.04495340813101713,1.9957328717394789,log-normal,-0.9596199504596633,-24.08379401306852,1
8000,1.4967089690921722,1.0684792591072456,0.49862624795428667,0.1024936030228827,0.022309997449251977,2.0,log-normal,-0.9934745646807092,-10.266171654863818,1
8000,1.488612712858991,1.20315939629348,0.4996451373075617,0.1,0.011667105001280166,1.9999900659124892,log-normal,-0.9779531737150942,-21.48070953124176,1
8000,0.9291483364373485,0.695733211202892,0.4674626625615094,0.1,0.01,1.9999864808719494,log-normal,-0.9702525777468551,-23.86958028961906,1
8000,1.10218741991134,1.471078637014943,0.49990252455093187,0.10000416389668751,0.033616669044162745,1.927080542594744,log-normal,-0.9806203800485331,-20.446674212466398,1
8000,1.5,1.1839695514263302,0.470081091389867,0.1,0.03216637186487352,2.0,normal,-0.9877593836113634,-4.6619661810919695,4
8000,1.4311331601185222,0.41880266374435704,0.4986149153010905,0.10022571020817474,0.02893963932418362,1.9995725359214092,log-normal,-0.9753302402277424,-10.682586567486954,6
8000,1.4387629531772976,1.5,0.5,0.10519441108072697,0.012096447273198318,1.9651443874576844,log-normal,-0.992554108016673,-15.046610018876187,1
8000,0.9548518336393469,1.4844033051722942,0.49992917636166273,0.21865795464849752,0.033034966669566575,1.9347626214574067,log-normal,-0.9900719672319186,-15.051809203070935,1
8000,1.087677815715637,1.4173923134501307,0.5,0.10000057092385281,0.046376646765331556,2.0,log-normal,-0.9890077898021851,-19.10082778918511,1
8000,1.5,1.5,0.4996878300594022,0.1000030348770634,0.01,1.904012883238315,log-normal,-0.9929987788167918,-10.293409127179624,1
8000,1.2902910823088873,1.009796273434914,0.49998706429917344,0.10001776198957331,0.013097622283409462,2.0,log-normal,-0.9733023494515016,-17.120571220009396,2
8000,1.5,0.9940625843564573,0.4925948688418852,0.10133932367832799,0.03536079694862117,1.9187428449771766,log-normal,-0.982686799896102,-9.480895488146762,2
8000,1.4752605238297611,1.5,0.5,0.1,0.01,1.9628065528526988,normal,-0.9878988065590542,-4.463681654236329,11
8000,1.44432166006876,1.3995817647738618,0.48809827044193255,0.1,0.01,1.996757563086886,log-normal,-0.9808365861851351,-9.162733700077588,6
8000,1.5,1.3366605970830696,0.49964692427328017,0.10000805801162772,0.010751776974188339,1.9947952049521764,log-normal,-0.9797206770736696,-9.067875992450585,22
8000,1.4996222084770396,1.2163604130345729,0.4992091342628132,0.1,0.010049948610386768,2.0,log-normal,-0.9783345590872103,-9.83230466918903,13
8000,1.3756225128652146,0.11117338419851847,0.4985085883879081,0.10215974438129853,0.012117500239096121,1.9997580064955405,log-normal,-0.9791614289208044,-7.865606302787528,100
8000,1.4758232301892025,1.4425647910047048,0.5,0.10000006671659199,0.01,1.9999999999999998,log-normal,-0.9797810088076644,-14.269612003933796,2
8000,1.1323642867611547,0.525497045045417,0.5,0.1,0.028151936013436116,1.999429753604036,log-normal,-0.9770526898924499,-9.091481186148204,20
8000,1.4417839852191792,0.07780463991312771,0.49999787502918847,0.10000000286380531,0.02459756575684071,1.9998786017643577,log-normal,-0.9810660245370906,-7.570581417640182,100
8000,0.8857498909813891,0.01,0.4472364407488222,0.1,0.022271548957282776,1.9911626922516503,log-normal,-0.9844819588590887,-7.402752967785062,100
8000,1.4332206935440497,0.09252647865009084,0.5,0.10014021411250415,0.021689449024513457,1.9990175924334233,log-normal,-0.9811692673952963,-7.723930936475738,57
8000,1.4732618946063705,1.3562504788364,0.4996044575900151,0.1,0.013426100149021998,1.997283416694756,log-normal,-0.9755731569499025,-8.705739107711343,71
8000,1.2372497813646155,1.0424745748931508,0.5,0.1,0.02936363868696687,1.973928334889401,normal,-0.987840174875438,-4.410850189450986,100
8000,1.4688679888471543,1.350992118931097,0.49971329447739155,0.1,0.01128429862552859,1.9972744650667078,normal,-0.9884835555543419,-4.457734463908845,12
8000,1.4702155060435333,1.4548956195660223,0.49975021975106604,0.10000131265990261,0.01,1.9977538442073655,log-normal,-0.9781310109925964,-8.766365915852575,50
8000,1.5,1.284103731226318,0.49763516124198326,0.1,0.017090901832352172,2.0,log-normal,-0.976920229743324,-8.574282508790427,88
8000,1.5,0.1213888263950922,0.5,0.1,0.01,2.0,normal,-0.9880695321312027,-4.309676327385642,100
8000,1.3733262211732233,0.9681901380530075,0.49999193828780286,0.1,0.011701476690989856,1.9963007707989162,log-normal,-0.989757713231776,-8.936648876174313,3
8000,1.5,1.4254280089073752,0.4998711477580871,0.10007886329171099,0.018284362119885347,1.9963712728692224,log-normal,-0.9767637570314711,-8.535966467300288,100
8000,1.4350464085496055,0.12142129314002156,0.5,0.1,0.022943191378038623,2.0,log-normal,-0.9798624894383343,-7.727551199356749,98
8000,1.4110813822946973,0.06411590473833807,0.4999080472925296,0.1,0.021685822435586907,1.9989896765540092,log-normal,-0.981196564432337,-7.548538192354672,100
8000,1.2432821742922526,1.0969415434271284,0.5,0.1,0.031564441027243186,1.9747531249384462,log-normal,-0.97971690296059,-8.787418490875435,31
8000,1.4777913577813127,1.404716783065237,0.4990113514556906,0.10005188381693383,0.02819925302463603,1.9718942422802332,log-normal,-0.9788131293619424,-8.363419952731247,46
8000,1.4786411744636587,1.0326963881041733,0.4999697421659118,0.1,0.01,1.9939230831930095,log-normal,-0.9805527983817878,-8.89569425075586,15
8000,1.4208549695489707,0.10715172768946915,0.4999079408248253,0.1,0.01898146060068117,1.9985418261399983,log-normal,-0.9811386544431431,-8.208040256733764,14
8000,1.4379582434877898,0.33856194403359685,0.5,0.1,0.011050471251116141,2.0,log-normal,-0.9785988497296404,-8.046543624700172,73
