evolution$generation,evolution$evaluated,gravityDecay,innovationDecay,mutationRate,earlyAdoptersRate,utilityStd,utilityDistribution,averageGravityFlow,oppAverageUtility,oppAverageUtility,averageGravityFlow
8000,8000,0.0569839793909013,0.35562589745062473,0.4989023381758009,0.01113677164656496,1.9990703612436682,log-normal,8.909857227468162E-5,-10.703988474677232,-10.703988474677232,8.909857227468162E-5
8000,8000,0.09769753210243157,0.01,0.4998538826515069,0.012501666676382153,1.9209592157520092,normal,2.094620130069356E-5,-3.903438600901442,-3.903438600901442,2.094620130069356E-5
8000,8000,0.045433976802911766,0.36223273220256474,0.4992065658006922,0.014149214435614708,1.9992086037586265,log-normal,7.632013537768706E-5,-10.04017545131291,-10.04017545131291,7.632013537768706E-5
8000,8000,0.02672918186431661,0.23262998690725473,0.49853320832911086,0.010562387283723794,1.9479862511368045,log-normal,6.544459891575958E-5,-9.014183058219496,-9.014183058219496,6.544459891575958E-5
8000,8000,0.05375498460151315,0.41607918460074117,0.498835735453459,0.010607721721430886,1.987671331411647,log-normal,6.259160095687102E-5,-8.447155318837119,-8.447155318837119,6.259160095687102E-5
8000,8000,0.01,0.13258645616107956,0.5,0.024958045074221138,1.9997067592815443,log-normal,4.6849165531155635E-5,-8.27460157955019,-8.27460157955019,4.6849165531155635E-5
8000,8000,0.01,0.34709967906505657,0.5,0.024842488462780275,1.9982296310519336,log-normal,6.795578688712382E-5,-9.378373589675459,-9.378373589675459,6.795578688712382E-5
8000,8000,0.0896923939008252,0.1333498847840662,0.498429625244377,0.05571143900630017,1.896133331927525,log-normal,4.5606788224719676E-5,-7.413769819017802,-7.413769819017802,4.5606788224719676E-5
8000,8000,0.09416288766179626,0.015458540742550451,0.499743414403393,0.01227969537065404,1.9272104795933283,log-normal,3.460835771147754E-5,-7.262403301509817,-7.262403301509817,3.460835771147754E-5
8000,8000,0.011049073302713557,0.2675186100102666,0.5,0.025494839893383272,1.9928453076498442,normal,2.929782481415791E-5,-4.337179399986258,-4.337179399986258,2.929782481415791E-5
8000,8000,0.026533520007765682,0.3102791946230974,0.49800164144265335,0.010648529640553956,1.9796970500310553,log-normal,6.804298333866708E-5,-9.4497346303773,-9.4497346303773,6.804298333866708E-5
8000,8000,0.0644759696314899,0.3614609211350343,0.5,0.010159294485951648,1.9999999975794989,log-normal,6.467715640772979E-5,-8.641476285108904,-8.641476285108904,6.467715640772979E-5
8000,8000,0.09776269838804853,0.01,0.49984591601608724,0.012180499762959592,1.9257065476545643,normal,2.149695106522504E-5,-4.105345188317488,-4.105345188317488,2.149695106522504E-5
8000,8000,0.01,0.11027640424183265,0.4973565284472511,0.01,1.924490583087103,normal,2.7002284950509853E-5,-4.1844980993994785,-4.1844980993994785,2.7002284950509853E-5
8000,8000,0.070804480427524,0.3363631573231301,0.4988990184216891,0.01,1.9987275016367845,normal,3.087539150577949E-5,-4.468596165602426,-4.468596165602426,3.087539150577949E-5
8000,8000,0.01081578897059959,0.26984779877722,0.49936591920083345,0.02974740568586215,1.993718089527463,normal,2.8661067450206575E-5,-4.300360971905024,-4.300360971905024,2.8661067450206575E-5
8000,8000,0.04264744553249333,0.5825891669485791,0.4998693717848164,0.010576723571954251,1.999935654538016,normal,2.9826469654720566E-5,-4.4534354422378915,-4.4534354422378915,2.9826469654720566E-5
8000,8000,0.03908650049555237,0.5686407667186532,0.4999338522099203,0.01065803025765557,2.0,normal,3.449986301419007E-5,-4.555494612476756,-4.555494612476756,3.449986301419007E-5
8000,8000,0.02600708970198569,0.3420009036466072,0.499261354060635,0.010639501407034685,1.980951569994148,normal,3.106981737884652E-5,-4.5481793626519,-4.5481793626519,3.106981737884652E-5
