evolution$generation,evolution$evaluated,gravityDecay,innovationDecay,mutationRate,earlyAdoptersRate,utilityStd,utilityDistribution,averageGravityFlow,oppAverageUtility,oppAverageUtility,averageGravityFlow
7000,7000,0.09776269838804853,0.01,0.49984591601608724,0.012180499762959592,1.9257065476545643,normal,2.149695106522504E-5,-4.105345188317488,-4.105345188317488,2.149695106522504E-5
7000,7000,0.0569839793909013,0.35562589745062473,0.4989023381758009,0.01113677164656496,1.9990703612436682,log-normal,8.909857227468162E-5,-10.703988474677232,-10.703988474677232,8.909857227468162E-5
7000,7000,0.045433976802911766,0.36223273220256474,0.4992065658006922,0.014149214435614708,1.9992086037586265,log-normal,7.632013537768706E-5,-10.04017545131291,-10.04017545131291,7.632013537768706E-5
7000,7000,0.02672918186431661,0.23262998690725473,0.49853320832911086,0.010562387283723794,1.9479862511368045,log-normal,6.544459891575958E-5,-9.014183058219496,-9.014183058219496,6.544459891575958E-5
7000,7000,0.01,0.24060681094275746,0.4999192403645902,0.012301781014783181,1.9660777223193773,log-normal,4.5564926676877234E-5,-7.100299771960282,-7.100299771960282,4.5564926676877234E-5
7000,7000,0.01,0.13258645616107956,0.5,0.024958045074221138,1.9997067592815443,log-normal,4.6849165531155635E-5,-8.27460157955019,-8.27460157955019,4.6849165531155635E-5
7000,7000,0.01,0.34709967906505657,0.5,0.024842488462780275,1.9982296310519336,log-normal,6.795578688712382E-5,-9.378373589675459,-9.378373589675459,6.795578688712382E-5
7000,7000,0.08821553363120317,0.038324240099520734,0.49997190756088833,0.012549785975206375,1.9077404984703152,log-normal,4.169333061152367E-5,-6.448832462473381,-6.448832462473381,4.169333061152367E-5
7000,7000,0.10041160830870166,0.06120470162905546,0.49983629754863307,0.011630077934610638,1.9221952702094336,log-normal,3.6304274937645374E-5,-5.768013776658446,-5.768013776658446,3.6304274937645374E-5
7000,7000,0.10136168023757207,0.014255129891784495,0.5,0.01,1.9089652259916743,log-normal,3.7492408792600505E-5,-6.143147654389127,-6.143147654389127,3.7492408792600505E-5
7000,7000,0.030933447613552413,0.3867130524637832,0.48709928431156935,0.010728840362281732,1.9989171105053258,normal,3.408507670993195E-5,-4.512587089331439,-4.512587089331439,3.408507670993195E-5
7000,7000,0.0896923939008252,0.1333498847840662,0.498429625244377,0.05571143900630017,1.896133331927525,log-normal,4.5606788224719676E-5,-7.413769819017802,-7.413769819017802,4.5606788224719676E-5
7000,7000,0.0644759696314899,0.3614609211350343,0.5,0.010159294485951648,1.9999999975794989,log-normal,6.467715640772979E-5,-8.641476285108904,-8.641476285108904,6.467715640772979E-5
7000,7000,0.011049073302713557,0.2675186100102666,0.5,0.025494839893383272,1.9928453076498442,normal,2.929782481415791E-5,-4.337179399986258,-4.337179399986258,2.929782481415791E-5
7000,7000,0.03966309062164699,0.3498396523456461,0.49822922602474035,0.010101055938021176,1.993283966067573,normal,3.0512762191658707E-5,-4.410829385807533,-4.410829385807533,3.0512762191658707E-5
7000,7000,0.01,0.11027640424183265,0.4973565284472511,0.01,1.924490583087103,normal,2.7002284950509853E-5,-4.1844980993994785,-4.1844980993994785,2.7002284950509853E-5
7000,7000,0.030934605289339327,0.34038969688353454,0.49926453302269275,0.010657221363489667,2.0,normal,3.062853101759868E-5,-4.419439375541524,-4.419439375541524,3.062853101759868E-5
7000,7000,0.01081578897059959,0.26984779877722,0.49936591920083345,0.02974740568586215,1.993718089527463,normal,2.8661067450206575E-5,-4.300360971905024,-4.300360971905024,2.8661067450206575E-5
7000,7000,0.070804480427524,0.3363631573231301,0.4988990184216891,0.01,1.9987275016367845,normal,3.087539150577949E-5,-4.468596165602426,-4.468596165602426,3.087539150577949E-5
7000,7000,0.03908650049555237,0.5686407667186532,0.4999338522099203,0.01065803025765557,2.0,normal,3.449986301419007E-5,-4.555494612476756,-4.555494612476756,3.449986301419007E-5
