evolution$generation,gravityDecay,innovationDecay,mutationRate,newInnovationHierarchy,earlyAdoptersRate,utilityStd,utilityDistribution,averageGravityFlow,oppAverageUtility,oppAverageUtility,averageGravityFlow
8000,0.01,0.023506135758684456,0.5,0.1,0.9,1.9828709225749042,normal,8.651550130091418E-6,-3.3147880120080035,-3.3147880120080035,8.651550130091418E-6
8000,0.02764437482020001,0.4392362120434028,0.5,0.10000045995041154,0.08361321616990454,1.9744458790197403,log-normal,3.014995815091105E-5,-10.1716023190995,-10.1716023190995,3.014995815091105E-5
8000,0.01,0.41309312957639976,0.49993497225622613,0.10003277525699153,0.012075696786476953,1.9951517443007023,normal,1.2924747039181783E-5,-4.616584001974203,-4.616584001974203,1.2924747039181783E-5
8000,0.01000087483143747,0.1390435848105745,0.4998018359618788,0.10144065089382309,0.6005600074614901,1.9574152127849014,log-normal,1.6383225899049408E-5,-6.267287569515739,-6.267287569515739,1.6383225899049408E-5
8000,0.011500839218179376,0.048955958694681875,0.49990349477246115,0.10148479552372773,0.02047851161521321,2.0,log-normal,1.7039392123401004E-5,-6.690433214959026,-6.690433214959026,1.7039392123401004E-5
8000,0.010428059400241338,0.06375550640468497,0.49999470905557936,0.10122727273999531,0.018023493479800826,2.0,log-normal,1.8530897521336935E-5,-7.6078088867669305,-7.6078088867669305,1.8530897521336935E-5
8000,0.01,0.07874225072996927,0.5,0.1,0.08682640030833548,1.998327041322006,log-normal,1.9659861821526794E-5,-8.092118627114012,-8.092118627114012,1.9659861821526794E-5
8000,0.01,0.10181218879313886,0.49973449356006494,0.10001842867943024,0.052112132422293005,2.0,log-normal,2.032385627799638E-5,-8.441024562901,-8.441024562901,2.032385627799638E-5
8000,0.01,0.05457237859322718,0.4999999722862678,0.1011911171796996,0.012745472709891067,1.9999930810794837,log-normal,1.792878258893253E-5,-7.345253262015761,-7.345253262015761,1.792878258893253E-5
8000,0.01061391097056806,0.39165170064876903,0.4996164787449,0.10018618626498416,0.01,1.9957828736790963,log-normal,2.462236877887628E-5,-9.564525139108579,-9.564525139108579,2.462236877887628E-5
8000,0.01,0.05460046291058491,0.4999999729331866,0.10115739183433307,0.01,1.9999959023347968,log-normal,1.709773849046663E-5,-7.159579020183703,-7.159579020183703,1.709773849046663E-5
8000,0.021070305812603253,0.037848539699081335,0.5,0.1,0.5827289471096148,1.9929536112439343,normal,9.143592754966549E-6,-3.7868764020165484,-3.7868764020165484,9.143592754966549E-6
8000,0.011095716630686309,0.05554096549088505,0.4999957241502589,0.10117605432913428,0.012403676620769338,1.999931448918276,normal,1.0576400567794038E-5,-4.343169110790823,-4.343169110790823,1.0576400567794038E-5
8000,0.025800954449964213,0.44049228187611117,0.5,0.1,0.08422391577391594,1.9998370024234526,normal,1.1517077324881808E-5,-4.539685193884541,-4.539685193884541,1.1517077324881808E-5
8000,0.036779949181829044,0.07227265464760516,0.4998325458804786,0.1,0.01,1.9995389815543383,normal,1.1119341108093272E-5,-4.4061344318417355,-4.4061344318417355,1.1119341108093272E-5
8000,0.01087586792437049,0.04757436411179996,0.4999742507122365,0.10004757420578603,0.097919984424504,1.9981354294008997,normal,9.180021666297635E-6,-4.047614629870488,-4.047614629870488,9.180021666297635E-6
8000,0.011501782470056822,0.28715246354801993,0.49480384192441773,0.10005985713943892,0.02418253029019557,1.9277581294875155,log-normal,2.170463214259157E-5,-8.828083893563392,-8.828083893563392,2.170463214259157E-5
8000,0.010449667429301262,0.06354616270385133,0.49999999999999994,0.10111324257698832,0.01,2.0,normal,1.0064346472253903E-5,-4.274445853827522,-4.274445853827522,1.0064346472253903E-5
8000,0.010592305354250615,0.06107851092316375,0.49999988564392767,0.10102883050559597,0.10324448747868552,2.0,normal,9.842595506369885E-6,-4.134101847986296,-4.134101847986296,9.842595506369885E-6
8000,0.020383661874618743,0.28632531292102015,0.4777362427186419,0.10006910212922956,0.01,1.9987022373933765,normal,1.2652153317902333E-5,-4.574175143261659,-4.574175143261659,1.2652153317902333E-5
8000,0.01,0.4493719219330399,0.49907437137700844,0.10003957755655521,0.014434553946335978,1.9873820028925595,normal,1.2702664912873226E-5,-4.602817338441779,-4.602817338441779,1.2702664912873226E-5
8000,0.010796439620300318,0.05512427398905271,0.4999069894860455,0.10000600816172321,0.09994903124336942,1.9978919605904824,normal,9.917727427560055E-6,-4.14387828162762,-4.14387828162762,9.917727427560055E-6
